emp_no,first_name,last_name,birth_date,from_date,to_date,title
415605,Xiaobin,Merel,1964-10-18,1989-10-20,9999-01-01,Senior Staff
415641,Mamdouh,Zeleznik,1964-11-11,1985-10-18,9999-01-01,Senior Staff
415642,Hairong,Alvarado,1964-10-16,1991-09-13,9999-01-01,Technique Leader
415669,Elzbieta,Schlumberger,1964-04-30,2000-11-15,9999-01-01,Senior Engineer
415709,Guadalupe,Masada,1964-08-04,1994-01-03,9999-01-01,Senior Staff
415718,Kristin,Lukaszewicz,1964-07-18,2001-08-26,9999-01-01,Senior Staff
415719,Tze,Syrzycki,1964-10-04,1989-03-05,9999-01-01,Senior Staff
415725,Gino,Shumilov,1964-03-30,1987-12-29,9999-01-01,Senior Engineer
415758,Qunsheng,Butner,1964-04-11,1985-02-14,9999-01-01,Senior Engineer
415766,Kamran,Penttonen,1964-12-16,2002-07-23,9999-01-01,Senior Staff
415776,Panayotis,Luks,1964-05-27,1986-04-18,9999-01-01,Senior Staff
415780,Yongqiao,Kushner,1964-08-09,1986-09-14,9999-01-01,Senior Engineer
415809,Yuuichi,Bharadwaj,1964-02-25,1994-11-03,9999-01-01,Senior Staff
415824,Steve,Cairo,1964-02-05,1996-07-11,9999-01-01,Technique Leader
415830,Charlene,Danlos,1964-07-05,1993-10-01,9999-01-01,Senior Engineer
415850,Beshir,Schmiedel,1964-06-13,1988-03-02,9999-01-01,Senior Staff
415871,Shaz,Heuter,1964-02-07,1991-01-31,9999-01-01,Senior Staff
415881,Jongsuk,Brodie,1964-04-22,1990-08-30,9999-01-01,Senior Staff
415894,Bedir,Jakobus,1964-04-20,1988-11-19,9999-01-01,Senior Engineer
415905,Reuven,Dayang,1964-12-28,1986-09-15,9999-01-01,Senior Staff
415906,Anyuan,Docker,1964-02-15,1989-06-01,9999-01-01,Senior Engineer
415909,Xuejun,Baig,1964-01-24,1997-01-12,9999-01-01,Technique Leader
415946,Woody,Kaiser,1964-10-20,1987-12-09,9999-01-01,Senior Staff
415979,Ranan,Stamatiou,1964-05-09,1991-01-15,9999-01-01,Senior Engineer
416005,Chenxi,DuCasse,1964-08-06,1992-07-21,9999-01-01,Senior Staff
416010,Irena,Ranka,1964-08-27,1986-12-11,9999-01-01,Senior Engineer
416040,Lein,Zobel,1964-08-26,1990-06-15,9999-01-01,Senior Engineer
416060,Berto,Danlos,1964-03-07,1989-01-19,9999-01-01,Technique Leader
416074,Alain,Lieberherr,1965-01-08,1987-05-11,9999-01-01,Senior Engineer
416097,Youjian,Furedi,1964-10-25,1993-11-14,9999-01-01,Senior Staff
416148,Elvia,Kriebel,1964-10-13,1990-11-28,9999-01-01,Senior Staff
416169,Chikako,Hammerschmidt,1964-10-03,1989-10-12,9999-01-01,Senior Engineer
416186,Leszek,Hagimont,1964-06-11,1986-03-10,9999-01-01,Senior Engineer
416187,Ortrun,Ernst,1964-04-30,1988-05-17,9999-01-01,Senior Engineer
416216,Dayanand,Langford,1964-06-04,1990-11-25,9999-01-01,Senior Staff
416218,Hugh,Gyimothy,1964-12-25,1997-01-29,9999-01-01,Senior Staff
416219,Koichi,Rullman,1964-08-15,1986-04-15,9999-01-01,Senior Engineer
416247,Eben,Businaro,1964-03-31,1989-08-07,9999-01-01,Senior Engineer
416255,Nakhoon,Vitiello,1964-05-06,1988-03-31,9999-01-01,Senior Staff
416275,Arno,Isaak,1964-03-30,1996-08-21,9999-01-01,Senior Engineer
416278,DAIDA,Nyrup,1964-08-01,1986-07-22,9999-01-01,Senior Engineer
416301,Maya,Chenoweth,1964-10-23,1987-11-07,9999-01-01,Technique Leader
416306,Kirk,Schmittgen,1964-05-31,1994-05-30,9999-01-01,Senior Engineer
416362,Hilari,Perez,1964-02-06,1987-01-04,9999-01-01,Senior Engineer
416372,Chikara,Skogmar,1964-07-01,1986-04-18,9999-01-01,Senior Staff
416376,Mountaz,Lamparter,1964-08-19,1987-08-31,9999-01-01,Senior Engineer
416383,Nectarios,Itschner,1965-01-29,1990-03-02,9999-01-01,Senior Engineer
416385,Mads,Solares,1964-11-13,1993-02-07,9999-01-01,Senior Engineer
416393,Chiranjit,Valette,1964-01-22,1990-01-21,9999-01-01,Senior Staff
416395,Indrajit,Baranowski,1964-05-05,1995-01-08,9999-01-01,Senior Engineer
416403,Rafols,Henseler,1964-06-28,1994-12-24,9999-01-01,Senior Engineer
416412,Boaz,Famili,1964-02-01,2000-11-29,9999-01-01,Senior Engineer
416420,Adamantios,Heemskerk,1965-01-22,1986-08-08,9999-01-01,Senior Staff
416427,Basant,Baezner,1964-01-24,1992-12-18,9999-01-01,Senior Staff
416461,Jiann,Rodiger,1964-09-27,1997-01-22,9999-01-01,Senior Staff
416468,Maria,Lorho,1964-10-29,1992-03-16,9999-01-01,Senior Staff
416471,Lene,Shinomoto,1964-10-31,1995-04-25,9999-01-01,Senior Engineer
416483,Hidefumi,Fetvedt,1964-01-15,1997-10-21,9999-01-01,Senior Staff
416492,Kannan,Meriste,1965-01-15,1992-08-12,9999-01-01,Senior Engineer
416498,King,Constantine,1964-09-28,1985-03-19,9999-01-01,Senior Engineer
416513,Anyuan,Msuda,1964-11-05,1988-02-22,9999-01-01,Senior Staff
416537,Jianhui,Segond,1964-08-09,1999-10-17,9999-01-01,Technique Leader
416555,Munehiro,Rissland,1964-12-15,1987-07-22,9999-01-01,Senior Staff
416558,Satyanarayana,Lenart,1964-03-11,1988-07-25,9999-01-01,Senior Engineer
416560,Takahito,Hennings,1964-01-09,1992-07-25,9999-01-01,Senior Staff
416577,Shalesh,Deville,1964-05-22,1987-11-26,9999-01-01,Senior Engineer
416586,Bedrich,Nittel,1964-06-06,1991-05-17,9999-01-01,Senior Staff
416594,Vesna,Trystram,1964-05-08,1986-02-28,9999-01-01,Senior Staff
416600,Evgueni,Luck,1964-03-05,1989-03-08,9999-01-01,Senior Staff
416603,Kensyu,Vecchio,1964-07-06,1986-09-14,9999-01-01,Senior Engineer
416660,Nathalie,Luke,1965-01-28,1987-09-16,9999-01-01,Senior Engineer
416698,Amstein,Badr,1964-06-22,1989-10-15,9999-01-01,Senior Engineer
416700,Zhanqiu,Piveteau,1964-06-15,1990-01-01,9999-01-01,Senior Engineer
416720,Tokuyasu,Xiaoshan,1965-01-14,1991-09-19,9999-01-01,Senior Engineer
416763,Uwe,Dredge,1964-04-10,1999-04-20,9999-01-01,Senior Engineer
416776,Sanjit,Emiris,1964-09-22,1995-02-22,9999-01-01,Senior Engineer
416813,Frazer,Sankaranarayanan,1964-08-25,1988-05-19,9999-01-01,Senior Engineer
416824,Irene,Murtafg,1964-06-30,1996-09-08,9999-01-01,Senior Engineer
416877,Gio,Orsini,1965-01-02,1988-12-07,9999-01-01,Senior Staff
416915,Navid,Masada,1964-08-15,1986-07-04,9999-01-01,Senior Staff
416983,Licheng,Bruckman,1964-09-17,1986-11-25,9999-01-01,Senior Engineer
416986,Moto,Nitto,1964-02-08,1985-12-14,9999-01-01,Senior Staff
416988,Minghong,Alpay,1964-01-04,1989-06-28,9999-01-01,Senior Staff
417084,Vishwani,Rusterholz,1964-03-06,1989-03-12,9999-01-01,Senior Staff
417134,Rimon,Conia,1964-02-28,1985-04-09,9999-01-01,Senior Engineer
417138,Ronghao,Erdi,1964-10-10,1993-12-07,9999-01-01,Senior Engineer
417183,Zhonghua,Luan,1964-09-10,1996-05-20,9999-01-01,Senior Engineer
417191,Susanna,Kading,1964-05-20,1992-01-21,9999-01-01,Senior Staff
417198,Yuqun,Zwicker,1964-08-06,1991-09-05,9999-01-01,Technique Leader
417199,Xuejia,Demir,1964-12-22,1985-08-27,9999-01-01,Senior Engineer
417202,Poornachandra,Schreiter,1964-08-07,1986-10-24,9999-01-01,Senior Engineer
417218,Faiza,Decleir,1964-09-17,1995-06-21,9999-01-01,Senior Staff
417277,Huei,Peyn,1964-11-01,1986-10-07,9999-01-01,Senior Engineer
417287,Chirstian,Laventhal,1964-05-26,1990-10-15,9999-01-01,Senior Staff
417330,Kiyokazu,Mansanne,1964-08-27,1990-09-23,9999-01-01,Senior Engineer
417333,Gil,Ullian,1964-03-20,1998-12-10,9999-01-01,Senior Engineer
417336,Giordano,Jervis,1964-11-07,1992-10-03,9999-01-01,Senior Staff
417360,Youssef,Fiebach,1964-03-15,1989-02-24,9999-01-01,Senior Staff
417388,Nirmal,Daescu,1964-01-03,1988-01-01,9999-01-01,Senior Engineer
417428,Rance,Beerel,1964-11-22,1993-09-27,9999-01-01,Senior Engineer
417435,Bouchung,Zaumen,1965-01-03,1999-01-29,9999-01-01,Senior Staff
417580,Chriss,Ossenbruggen,1964-06-06,1989-04-14,9999-01-01,Senior Staff
417581,Toshimitsu,Takkinen,1964-04-09,1999-07-01,9999-01-01,Senior Staff
417621,Premal,Spinelli,1964-06-08,2002-06-04,9999-01-01,Senior Staff
417752,Lalit,Portugali,1964-06-12,1988-10-31,9999-01-01,Senior Engineer
417765,Jiong,Lyonns,1964-09-18,1991-04-25,9999-01-01,Senior Staff
417815,Khaled,Maksimenko,1964-07-13,1999-08-06,9999-01-01,Technique Leader
417820,Qiwen,Cheshire,1964-10-17,1988-03-12,9999-01-01,Senior Engineer
417884,Shrikanth,Eppinger,1964-12-08,1994-12-18,9999-01-01,Technique Leader
417887,Oksana,Munke,1964-12-10,1989-02-08,9999-01-01,Senior Engineer
417897,Denis,Lichtner,1964-04-12,1995-10-31,9999-01-01,Technique Leader
417910,Mansur,Candan,1964-06-19,1991-06-27,9999-01-01,Senior Staff
417979,Zhenhua,Mungall,1964-02-05,1993-10-01,9999-01-01,Senior Staff
417987,Kiyokazu,Murthy,1964-03-23,1993-04-14,9999-01-01,Senior Staff
418021,Basant,Caine,1964-01-15,1992-09-07,9999-01-01,Senior Staff
418033,Wonhee,Paludetto,1964-10-10,1993-06-08,9999-01-01,Senior Staff
418048,Sashi,Stamatiou,1964-05-06,1989-06-10,9999-01-01,Senior Engineer
418098,Sigeru,Esposito,1964-10-04,1991-08-20,9999-01-01,Senior Engineer
418114,Xiadong,Braunmuhl,1964-09-07,1989-10-19,9999-01-01,Senior Staff
418121,Chenye,Sanella,1964-11-13,1999-02-22,9999-01-01,Technique Leader
418131,Nevin,Raczkowsky,1964-11-15,1996-08-23,9999-01-01,Senior Staff
418133,Soenke,Alblas,1964-05-23,1996-05-30,9999-01-01,Senior Engineer
418169,Tsutomu,Kusakari,1964-07-03,1985-11-17,9999-01-01,Senior Engineer
418172,Frederique,Panienski,1964-03-23,1988-05-04,9999-01-01,Technique Leader
418199,Bedrich,Bugaenko,1964-12-02,1990-08-28,9999-01-01,Senior Engineer
418200,Ronnie,Siprelle,1964-04-23,1988-05-12,9999-01-01,Senior Engineer
418204,Nitsan,Improta,1964-07-31,1991-08-31,9999-01-01,Senior Staff
418219,Babette,Hasham,1964-03-10,1991-01-08,9999-01-01,Technique Leader
418224,Maris,Besancenot,1964-11-16,1999-03-19,9999-01-01,Senior Engineer
418226,Venkatesan,Vernadat,1964-01-21,1987-10-01,9999-01-01,Technique Leader
418235,Janche,Schieder,1964-03-18,1987-12-13,9999-01-01,Senior Engineer
418239,Josyula,Motley,1965-01-03,1996-03-26,9999-01-01,Senior Engineer
418245,Oksana,Uehara,1964-03-22,1985-10-22,9999-01-01,Senior Staff
418247,Oscar,Oppitz,1965-01-08,2002-07-27,9999-01-01,Senior Staff
418269,Yuriy,Breugel,1964-04-14,1991-08-19,9999-01-01,Senior Engineer
418298,Arvin,Pusterhofer,1965-01-08,1995-03-02,9999-01-01,Senior Engineer
418309,Danel,Petereit,1965-01-24,1985-02-21,9999-01-01,Senior Engineer
418318,Monique,Gini,1964-06-07,1986-04-20,9999-01-01,Senior Engineer
418320,Keiichiro,McClure,1964-10-09,1997-11-22,9999-01-01,Senior Engineer
418322,Bogdan,Makinen,1964-05-05,1993-01-06,9999-01-01,Senior Engineer
418323,Atilio,Honglei,1964-07-18,1990-04-09,9999-01-01,Senior Staff
418338,Jungsoon,Chiola,1964-10-22,1992-08-25,9999-01-01,Senior Engineer
418380,Kazuhiko,Gornas,1965-01-02,1993-05-20,9999-01-01,Senior Engineer
418382,Masaki,Preusig,1964-07-04,1993-05-10,9999-01-01,Senior Engineer
418383,Jaques,Chandrasekhar,1964-08-27,1990-10-31,9999-01-01,Senior Engineer
418390,Tzvetan,Kalafatis,1964-03-21,1999-05-25,9999-01-01,Senior Staff
418397,Shichao,Dredge,1964-04-12,1990-10-27,9999-01-01,Senior Staff
418427,Palash,Thimonier,1964-12-30,1987-05-03,9999-01-01,Senior Staff
418451,Niclas,Kolvik,1964-10-27,1991-10-02,9999-01-01,Senior Engineer
418482,Arto,Cincotta,1964-11-16,1987-02-06,9999-01-01,Senior Staff
418488,Susumu,Neiman,1964-05-30,1994-03-27,9999-01-01,Senior Engineer
418499,Ravishankar,Zockler,1964-07-21,1996-04-16,9999-01-01,Senior Staff
418517,Sachio,Wynblatt,1964-02-16,1989-04-07,9999-01-01,Senior Staff
418545,Bowen,Miyakawa,1964-11-18,1990-10-02,9999-01-01,Senior Engineer
418547,Mihalis,Highland,1964-03-28,1986-05-08,9999-01-01,Senior Engineer
418566,Kazuhide,Snedden,1965-01-27,1996-06-14,9999-01-01,Senior Engineer
418578,Tsutomu,Legleitner,1964-03-13,1989-10-02,9999-01-01,Senior Staff
418584,Pranay,Usdin,1964-09-01,1991-03-08,9999-01-01,Senior Engineer
418597,Akeno,Steinauer,1964-05-28,1997-12-09,9999-01-01,Senior Staff
418608,Yakichi,Baezner,1964-02-03,1988-06-18,9999-01-01,Senior Engineer
418623,Alagu,Tsukuda,1964-12-04,1998-06-19,9999-01-01,Technique Leader
418662,Masali,Lagarias,1964-12-30,1997-03-23,9999-01-01,Senior Staff
418717,Arunachalam,Magliocco,1965-01-20,1987-12-23,9999-01-01,Senior Staff
418718,Maia,Porotnikoff,1964-07-15,1992-01-05,9999-01-01,Senior Engineer
418758,Mori,Henders,1964-02-02,1997-01-10,9999-01-01,Senior Staff
418761,Geoffry,Gornas,1964-09-24,1986-01-19,9999-01-01,Senior Engineer
418764,Shaleah,Mitchem,1964-05-16,1996-01-14,9999-01-01,Senior Engineer
418786,DAIDA,Chaudhuri,1964-12-18,1993-02-13,9999-01-01,Senior Staff
418807,Harjit,Tetzlaff,1964-09-21,1996-05-09,9999-01-01,Senior Staff
418810,Shigeo,Itzfeldt,1964-06-26,1988-12-05,9999-01-01,Senior Engineer
418839,Sastry,Rothe,1964-07-11,1988-01-17,9999-01-01,Senior Staff
418846,Juichirou,Heering,1964-05-16,1988-11-23,9999-01-01,Senior Staff
418849,Berhard,Michaels,1964-09-11,1992-05-10,9999-01-01,Technique Leader
418860,Ymte,Dalton,1965-02-01,1992-11-22,9999-01-01,Senior Staff
418864,Krassimir,Nitsche,1964-02-24,1989-09-10,9999-01-01,Senior Engineer
418875,Elgin,Asser,1964-12-14,2000-06-28,9999-01-01,Senior Staff
418894,Patricia,Hasenauer,1964-03-24,1992-01-26,9999-01-01,Senior Staff
418952,Monique,Chiola,1964-06-13,1999-05-10,9999-01-01,Senior Staff
419019,Ortrud,Lueh,1964-06-08,1990-07-05,9999-01-01,Senior Staff
419056,Zhonghui,Poupard,1964-04-02,1991-06-09,9999-01-01,Senior Staff
419073,Abdulah,Feldhoffer,1964-10-01,1993-09-09,9999-01-01,Senior Engineer
419090,Hinrich,Jeansoulin,1964-06-18,1989-10-12,9999-01-01,Senior Engineer
419132,Shih,Schlegelmilch,1964-12-19,1989-02-16,9999-01-01,Senior Engineer
419155,Shigehito,Ranta,1964-04-17,1988-11-11,9999-01-01,Senior Engineer
419158,Samphel,Lindenbaum,1964-08-07,1990-04-15,9999-01-01,Senior Staff
419159,Xinglin,Cronin,1964-04-18,1989-08-26,9999-01-01,Senior Staff
419195,Gopalakrishnan,Sadowski,1964-08-24,1987-05-03,9999-01-01,Senior Staff
419203,Lobel,Jullig,1964-01-14,1993-11-04,9999-01-01,Technique Leader
419207,Steve,Pepe,1964-02-28,1996-12-21,9999-01-01,Senior Staff
419210,Bartek,Erbe,1964-09-07,1986-06-21,9999-01-01,Senior Staff
419221,Theron,Yurek,1964-02-18,1998-08-24,9999-01-01,Senior Engineer
419345,Shietung,Bratten,1964-01-04,1988-01-29,9999-01-01,Senior Staff
419360,Bernd,Peris,1964-07-14,1994-02-03,9999-01-01,Senior Staff
419397,Pohua,Merel,1964-07-13,1997-10-19,9999-01-01,Senior Engineer
419420,Mohammed,Dulli,1964-12-12,1985-10-11,9999-01-01,Senior Staff
419455,Nahla,Kading,1964-02-07,1993-07-12,9999-01-01,Senior Staff
419475,Maris,Zschoche,1964-07-08,1989-11-23,9999-01-01,Senior Engineer
419503,Shugo,Bale,1964-10-05,1993-09-11,9999-01-01,Senior Staff
419535,Youssef,Reinhard,1964-01-23,1987-10-22,9999-01-01,Senior Staff
419544,Neven,Streit,1964-02-10,1988-04-12,9999-01-01,Senior Staff
419556,Sreekrishna,Parveen,1964-08-11,1988-07-29,9999-01-01,Senior Engineer
419562,Eric,Marchesini,1964-11-14,1990-03-18,9999-01-01,Senior Engineer
419567,Ult,Lalonde,1964-07-13,1992-04-22,9999-01-01,Senior Engineer
419597,Branimir,Guardalben,1964-09-30,1986-05-15,9999-01-01,Senior Engineer
419614,Fumitaka,Lowrie,1964-01-05,1991-05-13,9999-01-01,Senior Engineer
419627,Xinyu,Morton,1964-04-28,1988-05-17,9999-01-01,Technique Leader
419668,Arunas,Asser,1964-12-11,1993-11-04,9999-01-01,Senior Staff
419671,Niclas,Khasidashvili,1964-04-03,1997-04-01,9999-01-01,Senior Engineer
419685,Moti,Heemskerk,1964-01-17,1987-09-23,9999-01-01,Senior Staff
419694,Xiaoqiang,Geffroy,1964-09-04,1989-11-12,9999-01-01,Senior Staff
419752,Chuanti,Schlumberger,1964-07-16,1986-08-20,9999-01-01,Senior Staff
419834,Mohit,Hiroyama,1964-08-20,1992-01-19,9999-01-01,Senior Engineer
419847,Xiaoqiu,Stiles,1964-03-22,1990-10-20,9999-01-01,Senior Staff
419858,Haldon,Dredge,1964-06-07,1985-09-21,9999-01-01,Senior Engineer
419863,Uwe,Schaad,1964-08-30,1997-10-14,9999-01-01,Senior Engineer
419868,Irena,Erman,1964-10-29,1986-05-03,9999-01-01,Senior Staff
419888,Koichi,Lores,1964-08-15,1997-07-27,9999-01-01,Technique Leader
419899,Geraldo,Bellone,1964-01-06,1990-06-20,9999-01-01,Senior Staff
419910,Satyanarayana,Garrabrants,1964-12-26,1993-02-11,9999-01-01,Senior Engineer
419916,Arnd,Belinskaya,1964-12-21,1986-05-20,9999-01-01,Senior Engineer
419930,Subbu,Barvinok,1964-11-25,1985-11-09,9999-01-01,Senior Engineer
419953,Ung,Orlowski,1965-01-29,1991-07-22,9999-01-01,Senior Staff
419963,Yuguang,Werthner,1964-04-08,1985-07-25,9999-01-01,Senior Engineer
419977,Arnould,Swist,1964-11-28,1986-03-07,9999-01-01,Senior Staff
419987,Cordelia,Zastre,1964-04-27,1997-01-06,9999-01-01,Technique Leader
419989,Djenana,Zucker,1964-03-01,1987-05-12,9999-01-01,Senior Engineer
419995,Constantijn,Harbusch,1964-02-05,2000-03-07,9999-01-01,Senior Engineer
420024,Gay,Peris,1964-12-12,1986-06-30,9999-01-01,Senior Engineer
420025,Masaru,Tiemann,1964-10-06,1993-03-18,9999-01-01,Senior Engineer
420058,Barna,Trumbly,1964-01-20,1994-03-12,9999-01-01,Senior Engineer
420059,Elgin,Nilsson,1964-02-29,1985-12-20,9999-01-01,Senior Engineer
420086,Susuma,Kitsuregawa,1965-01-27,1985-05-28,9999-01-01,Senior Engineer
420088,Huan,Erdmenger,1964-08-22,1991-11-17,9999-01-01,Technique Leader
420117,Xiahua,Rahimi,1964-02-01,1991-05-04,9999-01-01,Senior Engineer
420151,Khoa,Maierhofer,1964-07-08,1986-08-14,9999-01-01,Senior Staff
420183,Diederik,Stafford,1964-03-08,1986-02-10,9999-01-01,Senior Engineer
420190,Christfried,Rusmann,1964-09-28,1994-09-02,9999-01-01,Senior Staff
420222,Ortrun,Thibadeau,1964-09-09,1991-11-15,9999-01-01,Senior Engineer
420258,Somnath,Gulak,1964-01-19,1988-01-30,9999-01-01,Senior Engineer
420263,Hyuncheol,Cummings,1964-01-06,1992-10-20,9999-01-01,Senior Engineer
420306,Katsuyuki,Peral,1964-03-10,1987-07-27,9999-01-01,Senior Staff
420316,Nevio,Penttonen,1964-08-08,1987-08-24,9999-01-01,Senior Engineer
420327,Debaprosad,Awdeh,1964-12-05,1989-09-20,9999-01-01,Senior Engineer
420356,Jolita,Penz,1964-07-08,1991-09-13,9999-01-01,Senior Engineer
420439,Manohar,Melter,1964-07-08,1992-05-30,9999-01-01,Senior Engineer
420452,Susumu,Capobianchi,1964-11-28,1992-03-11,9999-01-01,Senior Engineer
420468,Pantung,Hofting,1964-11-04,1989-07-21,9999-01-01,Senior Engineer
420476,Mariangiola,Bolsens,1965-01-28,1985-06-15,9999-01-01,Senior Staff
420503,Francesca,Puppo,1964-04-26,2000-12-23,9999-01-01,Senior Staff
420506,Sachio,Ohori,1964-07-01,1985-09-24,9999-01-01,Senior Engineer
420533,Kwangjo,Marrakchi,1964-08-20,1988-03-28,9999-01-01,Senior Staff
420536,Rafail,Kaiser,1964-02-05,1992-09-11,9999-01-01,Senior Engineer
420554,Nishit,Lorcy,1964-12-13,1994-12-16,9999-01-01,Senior Staff
420557,Mabhin,Eastman,1965-01-06,1989-08-02,9999-01-01,Senior Staff
420563,Mingzeng,Schaap,1964-03-10,1992-04-26,9999-01-01,Senior Staff
420568,Subir,Solares,1964-03-16,2001-03-03,9999-01-01,Senior Engineer
420602,Xiong,Casperson,1964-12-05,1987-01-23,9999-01-01,Senior Engineer
420651,Kiyotoshi,Munch,1964-04-21,2001-05-13,9999-01-01,Senior Staff
420668,Hongzue,Stifter,1964-07-27,1988-10-07,9999-01-01,Technique Leader
420690,Dmitry,Rindone,1964-02-12,1990-05-23,9999-01-01,Senior Staff
420694,Frazer,Barbanera,1965-01-19,1986-11-04,9999-01-01,Senior Staff
420732,Willard,Morrin,1965-01-06,1996-05-27,9999-01-01,Senior Staff
420754,Khalil,Krupka,1964-08-24,1991-04-26,9999-01-01,Senior Staff
420760,Volkmar,Griswold,1964-06-04,1987-04-22,9999-01-01,Senior Engineer
420765,Shawna,Krider,1965-01-17,1990-03-09,9999-01-01,Senior Staff
420855,Rosita,Argence,1964-01-08,1991-12-22,9999-01-01,Senior Engineer
420877,Khosrow,Erez,1965-01-29,1990-02-11,9999-01-01,Senior Staff
420892,Vitali,Genther,1964-11-23,1987-10-19,9999-01-01,Senior Staff
420905,Ulf,Strooper,1964-07-12,1989-08-16,9999-01-01,Senior Engineer
420918,Rafail,Denti,1964-03-12,1994-05-29,9999-01-01,Senior Engineer
420920,Atreye,Takkinen,1964-06-30,2000-01-09,9999-01-01,Senior Engineer
420929,Udaiprakash,Hempstead,1964-05-31,1990-10-28,9999-01-01,Senior Engineer
420930,Udi,Bugrara,1964-06-23,1990-06-30,9999-01-01,Senior Engineer
420945,Ayakannu,Piancastelli,1964-05-19,1995-10-16,9999-01-01,Senior Staff
420972,Nalini,Portugali,1964-08-09,2000-03-24,9999-01-01,Senior Engineer
420986,Hiroyasu,Hagimont,1964-09-28,1993-08-10,9999-01-01,Senior Engineer
420989,Girolamo,Danley,1964-12-02,1986-10-07,9999-01-01,Senior Engineer
421022,Shigeaki,Butner,1965-01-26,1996-07-13,9999-01-01,Senior Staff
421028,Hidefumi,Denti,1964-05-04,1991-09-01,9999-01-01,Senior Staff
421033,Garnik,Randt,1965-01-14,1989-12-23,9999-01-01,Senior Staff
421047,Kwangjo,Fadgyas,1964-11-17,1988-04-01,9999-01-01,Senior Engineer
421074,Zhaofang,Falster,1965-01-07,1994-06-29,9999-01-01,Senior Staff
421084,Sanjoy,Usdin,1964-02-22,1996-01-30,9999-01-01,Senior Staff
421117,Teiji,Kaltofen,1964-08-11,1992-08-31,9999-01-01,Senior Staff
421135,Debatosh,Henders,1964-09-03,1987-08-04,9999-01-01,Senior Staff
421153,Guttorm,Plotkin,1964-02-08,1986-08-10,9999-01-01,Senior Staff
421156,Nalini,Tomescu,1964-07-28,1986-11-14,9999-01-01,Senior Engineer
421171,Hilari,Wroclawski,1964-06-24,1988-09-24,9999-01-01,Senior Staff
421242,Akemi,Birsak,1964-09-05,1985-07-11,9999-01-01,Senior Engineer
421245,Werner,Bodoff,1964-05-30,1987-08-08,9999-01-01,Senior Engineer
421271,Heekeun,Versino,1964-05-10,1991-12-05,9999-01-01,Senior Engineer
421303,Fox,Garnham,1964-05-22,1992-09-26,9999-01-01,Senior Staff
421313,Sven,Kobara,1964-08-21,1989-06-21,9999-01-01,Senior Engineer
421314,Nitsan,Gist,1964-01-14,1998-11-10,9999-01-01,Senior Staff
421332,Basem,Apsitis,1964-02-07,1999-10-05,9999-01-01,Technique Leader
421351,Janche,Socorro,1964-06-02,1990-05-27,9999-01-01,Senior Staff
421367,Aiichiro,Smailagic,1964-07-24,1994-04-16,9999-01-01,Senior Engineer
421368,Masaru,Ibel,1964-05-07,1988-11-25,9999-01-01,Senior Staff
421373,Tsutomu,Steenbeek,1964-08-02,1995-06-23,9999-01-01,Senior Engineer
421384,Renny,Bednarek,1965-01-02,1987-06-01,9999-01-01,Senior Staff
421389,Junichi,Takkinen,1964-06-02,1999-02-01,9999-01-01,Senior Staff
421418,Kamakshi,Hasenauer,1964-03-14,1992-04-01,9999-01-01,Senior Staff
421456,Felicidad,Gomatam,1964-06-20,1995-04-08,9999-01-01,Senior Staff
421478,Remmert,dAstous,1964-06-09,1994-08-02,9999-01-01,Senior Staff
421495,Mabry,Gerteisen,1964-10-13,1987-10-08,9999-01-01,Senior Engineer
421513,Manton,Makrucki,1964-07-10,1985-07-13,9999-01-01,Senior Staff
421563,Suvo,Schmittgen,1964-03-14,1990-11-12,9999-01-01,Senior Engineer
421624,George,Serna,1964-11-17,1989-01-16,9999-01-01,Senior Engineer
421678,Saeed,Thummel,1964-12-22,1987-01-21,9999-01-01,Senior Engineer
421686,Zhiguo,Ecklund,1964-03-02,1989-05-17,9999-01-01,Senior Staff
421709,Brewster,Puppe,1964-08-30,1994-08-04,9999-01-01,Senior Engineer
421715,Freyja,Conte,1964-07-29,1986-12-18,9999-01-01,Senior Staff
421734,Ravishankar,Sgarro,1964-08-04,1985-10-02,9999-01-01,Senior Staff
421735,Sampalli,Claffy,1964-06-14,1987-07-26,9999-01-01,Senior Staff
421737,Xiadong,Leonhardt,1964-01-21,1986-03-10,9999-01-01,Senior Engineer
421747,Yaghout,Ouhyoung,1964-09-19,1990-04-05,9999-01-01,Senior Staff
421755,Shichao,Thiria,1965-01-03,1989-01-11,9999-01-01,Senior Engineer
421760,Joydip,Gide,1964-09-17,1993-03-19,9999-01-01,Senior Staff
421772,Shin,Scallan,1964-01-07,1993-09-12,9999-01-01,Senior Engineer
421811,Kersti,Erdi,1964-01-27,1989-09-02,9999-01-01,Senior Staff
421834,Ortrud,Thummel,1964-12-30,1991-08-25,9999-01-01,Senior Staff
421845,Stevo,Zongker,1964-07-23,2001-03-10,9999-01-01,Senior Staff
421873,Candida,Szilard,1964-01-08,1989-10-05,9999-01-01,Senior Engineer
421897,Sadegh,Slutz,1964-07-06,1996-01-20,9999-01-01,Senior Engineer
421900,Xiahua,Lindqvist,1964-11-10,1992-10-03,9999-01-01,Senior Engineer
421908,Felicidad,Cummings,1964-09-29,1985-07-23,9999-01-01,Senior Engineer
421919,Menkae,Ranka,1964-06-23,2001-10-25,9999-01-01,Senior Staff
421941,Gurbir,Sgarro,1964-12-31,1987-05-20,9999-01-01,Senior Engineer
421949,Perry,Dulli,1964-02-09,1986-07-04,9999-01-01,Senior Engineer
